ORF,Gene,Ch,Mean,sd,Mean,sd,3153A,p.paired,3153A,sd,start,end,strand,
orf19.4284,BUR2,5,986.1 ,0.019 ,1158.3 ,0.019 ,1.2 ,0.436480895,0.7 ,0.019 ,602769,604349,W,
orf19.4286,,5,222.8 ,0.051 ,248.2 ,0.051 ,1.1 ,0.202920795,0.7 ,0.051 ,604784,605758,W,
orf19.4287,,5,370.1 ,0.036 ,326.6 ,0.036 ,0.9 ,0.907640537,0.6 ,0.036 ,606083,607180,W,
orf19.4288,CTA7,5,620.0 ,0.037 ,461.1 ,0.037 ,0.7 ,0.751271731,0.6 ,0.037 ,607840,610344,W,
orf19.4290,TRR1,5,1399.6 ,0.043 ,1174.5 ,0.043 ,0.8 ,0.273456468,0.6 ,0.043 ,611366,612328,W,
orf19.4292,,5,403.0 ,0.039 ,488.2 ,0.039 ,1.2 ,0.976891944,0.6 ,0.039 ,612695,613525,W,
orf19.4293,,5,1480.9 ,0.041 ,1201.7 ,0.041 ,0.8 ,0.136721034,0.6 ,0.041 ,614761,613610,C,
orf19.4294,,5,355.6 ,0.029 ,189.2 ,0.029 ,0.5 ,0.058425322,0.6 ,0.029 ,614957,616624,W,
orf19.4295,,5,273.2 ,0.030 ,63.5 ,0.030 ,0.2 ,0.010072178,0.6 ,0.030 ,619739,616686,C,
orf19.4297,CKB2,5,701.2 ,0.033 ,373.8 ,0.033 ,0.5 ,0.054277422,0.6 ,0.033 ,620248,621051,W,
orf19.4299,MSW1,5,210.9 ,0.055 ,143.7 ,0.055 ,0.7 ,0.141686078,0.6 ,0.055 ,621387,622586,W,
orf19.4301,,5,479.0 ,0.036 ,152.1 ,0.036 ,0.3 ,0.008503702,0.5 ,0.036 ,623550,625994,W,
orf19.4304,GAP1,5,202.6 ,0.053 ,462.5 ,0.053 ,2.3 ,0.39100299,0.6 ,0.053 ,627851,626103,C,
orf19.4305,,5,52.5 ,0.031 ,36.5 ,0.031 ,1.0 ,0.095885341,0.5 ,0.031 ,629119,628397,C,
orf19.4305.1,,5,59.2 ,0.086 ,82.7 ,0.086 ,1.0 ,0.385937678,0.6 ,0.086 ,629207,629716,W,
orf19.4306,,5,633.0 ,0.026 ,568.0 ,0.026 ,0.9 ,0.551683983,0.6 ,0.026 ,630575,629763,C,
orf19.4307,,5,396.7 ,0.018 ,415.9 ,0.018 ,1.0 ,0.700381216,0.5 ,0.018 ,630820,631698,W,
orf19.4308,HSL1,5,826.1 ,0.058 ,356.5 ,0.058 ,0.4 ,0.006871872,0.6 ,0.058 ,636248,631860,C,
orf19.4309,GRP2,5,1837.0 ,0.006 ,1589.3 ,0.006 ,0.9 ,0.283369713,0.6 ,0.006 ,640030,639005,C,
orf19.4310,,5,0.0 ,0.023 ,0.0 ,0.023 ,1.0 ,NA,0.5 ,0.023 ,641235,640753,C,
orf19.4311,YNK1,5,10405.8 ,0.023 ,6391.1 ,0.023 ,0.6 ,0.020226795,0.5 ,0.023 ,641794,642249,W,
orf19.4312,,5,802.6 ,0.028 ,404.6 ,0.028 ,0.5 ,0.043489112,0.6 ,0.028 ,642679,644991,W,
orf19.4315,,5,157.8 ,0.024 ,153.6 ,0.024 ,1.0 ,0.362852954,0.6 ,0.024 ,647571,645289,C,
orf19.4316,,5,483.0 ,0.027 ,476.1 ,0.027 ,1.0 ,0.695380861,0.6 ,0.027 ,648551,649741,W,
orf19.4317,GRE3,5,977.3 ,0.044 ,701.3 ,0.044 ,0.7 ,0.011061235,0.6 ,0.044 ,650942,649827,C,
orf19.4318,MIG1,5,1383.3 ,0.028 ,863.3 ,0.028 ,0.6 ,0.056097246,0.6 ,0.028 ,653658,651946,C,
orf19.4320,,5,3.2 ,0.058 ,0.8 ,0.058 ,1.0 ,0.422649731,0.7 ,0.058 ,654890,654510,C,
orf19.4321,,5,16.8 ,0.052 ,19.2 ,0.052 ,1.0 ,0.495453028,0.7 ,0.052 ,655423,654971,C,
orf19.4322,DAP2,5,275.4 ,0.038 ,111.8 ,0.038 ,0.4 ,0.072618103,0.6 ,0.038 ,657008,659524,W,
orf19.4323,,5,128.2 ,0.060 ,118.0 ,0.060 ,0.9 ,0.632784891,0.6 ,0.060 ,660193,659690,C,
orf19.4324,,5,59.7 ,0.036 ,3.9 ,0.036 ,0.1 ,0.215838661,0.6 ,0.036 ,660407,660961,W,
orf19.4325,,5,1110.7 ,0.031 ,870.9 ,0.031 ,0.8 ,0.135830825,0.6 ,0.031 ,664494,661063,C,
orf19.4326,,5,82.3 ,0.032 ,69.7 ,0.032 ,1.0 ,0.793814491,0.6 ,0.032 ,664935,666956,W,
orf19.4328,CCC2,5,998.6 ,0.030 ,823.3 ,0.030 ,0.8 ,0.086019849,0.6 ,0.030 ,668063,671677,W,
orf19.4330,,5,53.6 ,0.040 ,19.9 ,0.040 ,1.0 ,0.122683432,0.6 ,0.040 ,672470,674542,W,
orf19.4332,,5,266.4 ,0.036 ,184.9 ,0.036 ,0.7 ,0.827622046,0.6 ,0.036 ,674361,675953,W,
orf19.4334,PGA58,5,651.4 ,0.021 ,541.6 ,0.021 ,0.8 ,0.101367663,0.6 ,0.021 ,677230,676508,C,
orf19.4335,TNA1,5,869.7 ,0.031 ,431.6 ,0.031 ,0.5 ,0.015299576,0.6 ,0.031 ,681090,679558,C,
orf19.4336,RPS5,5,13464.3 ,0.019 ,9987.5 ,0.019 ,0.7 ,0.249620755,0.6 ,0.019 ,683005,683682,W,
orf19.4337,,5,556.8 ,0.048 ,238.9 ,0.048 ,0.4 ,0.038177264,0.7 ,0.048 ,686079,684064,C,
orf19.4339,VPS4,5,545.9 ,0.046 ,622.8 ,0.046 ,1.1 ,0.946941537,0.7 ,0.046 ,687547,688866,W,
orf19.4340,,5,55.2 ,0.025 ,38.3 ,0.025 ,1.0 ,0.53776434,0.5 ,0.025 ,690022,689024,C,
orf19.4340.1,,5,138.2 ,0.027 ,84.0 ,0.027 ,0.6 ,0.486116639,0.6 ,0.027 ,691099,690642,C,
orf19.4341,,5,1037.3 ,0.031 ,712.6 ,0.031 ,0.7 ,0.055663388,0.6 ,0.031 ,691336,692784,W,
orf19.4342,,5,633.0 ,0.028 ,467.1 ,0.028 ,0.7 ,0.07658993,0.6 ,0.028 ,697397,698467,W,
orf19.4346,,5,360.7 ,0.088 ,185.0 ,0.088 ,0.5 ,0.0409133,0.6 ,0.088 ,705913,699638,C,
orf19.4347,,5,1078.7 ,0.060 ,788.9 ,0.060 ,0.7 ,0.21864897,0.6 ,0.060 ,709994,711913,W,
orf19.4348,,5,277.3 ,0.027 ,126.9 ,0.027 ,0.5 ,0.23591795,0.6 ,0.027 ,712948,716733,W,
orf19.4349,,5,2094.8 ,0.025 ,2046.9 ,0.025 ,1.0 ,0.374360824,0.5 ,0.025 ,719339,716895,C,
orf19.2657,,5,295.2 ,0.114 ,264.8 ,0.114 ,0.9 ,0.301914322,1.0 ,0.114 ,728208,726085,C,
orf19.2655,BUB3,5,1654.0 ,0.039 ,1949.3 ,0.039 ,1.2 ,0.955993389,0.6 ,0.039 ,731837,732958,W,
orf19.2654,RMS1,5,244.5 ,0.030 ,122.2 ,0.030 ,0.5 ,0.014307813,0.5 ,0.030 ,734722,736380,W,
orf19.2653,,5,22.1 ,0.037 ,12.8 ,0.037 ,1.0 ,0.232725283,0.6 ,0.037 ,740200,736919,C,
orf19.2652,TEF4,5,6.2 ,0.030 ,21.9 ,0.030 ,1.0 ,0.369977796,0.5 ,0.030 ,741779,742438,W,
orf19.2651,CAM1-1,5,14275.4 ,0.044 ,17028.2 ,0.044 ,1.2 ,0.677912084,0.6 ,0.044 ,742856,744115,W,
orf19.2650.1,,5,351.7 ,0.053 ,308.0 ,0.053 ,0.9 ,0.084252744,0.6 ,0.053 ,744620,744333,C,
orf19.2650,,5,101.9 ,0.029 ,118.3 ,0.029 ,1.2 ,0.543886603,0.7 ,0.029 ,747470,745173,C,
orf19.2649,PCL1,5,890.4 ,0.028 ,691.8 ,0.028 ,0.8 ,0.050719003,0.6 ,0.028 ,750012,748891,C,
orf19.2647,ZCF14,5,223.1 ,0.023 ,112.2 ,0.023 ,0.5 ,0.055498059,0.6 ,0.023 ,755770,754184,C,
orf19.2646,ZCF13,5,545.3 ,0.073 ,485.8 ,0.073 ,0.9 ,0.25511488,0.7 ,0.073 ,759778,756050,C,
orf19.2645,,5,92.2 ,0.040 ,79.1 ,0.040 ,1.0 ,0.964836766,0.6 ,0.040 ,760524,760844,W,
orf19.2644,QCR2,5,11736.9 ,0.029 ,8785.8 ,0.029 ,0.7 ,0.069543415,0.6 ,0.029 ,762003,763127,W,
orf19.2643,,5,3257.2 ,0.038 ,2971.8 ,0.038 ,0.9 ,0.240586646,0.6 ,0.038 ,763528,764001,W,
orf19.2642,,5,111.7 ,0.026 ,58.7 ,0.026 ,0.5 ,0.08030015,0.6 ,0.026 ,764706,764191,C,
orf19.2641,ARP1,5,287.3 ,0.027 ,217.4 ,0.027 ,0.8 ,0.349281536,0.6 ,0.027 ,764935,766179,W,
orf19.2640,FUR1,5,1650.5 ,0.053 ,1619.7 ,0.053 ,1.0 ,0.452570899,0.6 ,0.053 ,766939,766283,C,
orf19.2639.1,,5,624.1 ,0.051 ,605.9 ,0.051 ,1.0 ,0.335554705,0.6 ,0.051 ,767784,767257,C,
orf19.2639,,5,664.0 ,0.056 ,438.6 ,0.056 ,0.7 ,0.050670908,0.6 ,0.056 ,768671,768150,C,
orf19.2638,,5,19.8 ,0.033 ,31.3 ,0.033 ,1.0 ,0.152686858,0.6 ,0.033 ,772041,772868,W,
orf19.2637,,5,717.1 ,0.026 ,661.6 ,0.026 ,0.9 ,0.645088344,0.6 ,0.026 ,778356,777343,C,
orf19.6654,,5,1188.4 ,0.061 ,932.5 ,0.061 ,0.8 ,0.436008707,0.6 ,0.061 ,780239,778743,C,
orf19.6656,DUR3,5,660.1 ,0.051 ,559.0 ,0.051 ,0.8 ,0.356727182,0.6 ,0.051 ,782254,780689,C,
orf19.6659,GAP6,5,2758.0 ,0.047 ,4784.5 ,0.047 ,1.7 ,0.020543981,0.6 ,0.047 ,785599,787305,W,
orf19.6660,,5,3523.3 ,0.043 ,2041.0 ,0.043 ,0.6 ,0.00980402,0.6 ,0.043 ,789259,787718,C,
orf19.6662,,5,301.2 ,0.027 ,169.3 ,0.027 ,0.6 ,0.100152151,0.6 ,0.027 ,793045,792500,C,
orf19.6663,RPS25B,5,18380.9 ,0.063 ,13079.7 ,0.063 ,0.7 ,0.012016113,0.6 ,0.063 ,793783,793466,C,
orf19.6665,,5,3609.9 ,0.050 ,1933.9 ,0.050 ,0.5 ,0.011159855,0.6 ,0.050 ,794542,796920,W,
orf19.6667,,5,1087.9 ,0.070 ,1105.0 ,0.070 ,1.0 ,0.645927604,0.6 ,0.070 ,797458,797964,W,
orf19.6668,,5,178.6 ,0.082 ,147.9 ,0.082 ,0.8 ,0.187440652,0.6 ,0.082 ,798397,798906,W,
orf19.6670,CAC2,5,401.8 ,0.031 ,239.7 ,0.031 ,0.6 ,0.085161795,0.6 ,0.031 ,800389,799007,C,
orf19.6671,LAP4,5,658.7 ,0.074 ,516.5 ,0.074 ,0.8 ,0.304339644,0.6 ,0.074 ,801111,802847,W,
orf19.6672,,5,5894.7 ,0.038 ,5455.2 ,0.038 ,0.9 ,0.195536386,0.6 ,0.038 ,803173,804639,W,
orf19.6673,HEX1,5,452.4 ,0.047 ,362.6 ,0.047 ,0.8 ,0.29030156,0.6 ,0.047 ,805379,807067,W,
orf19.6674,BTS1,5,259.9 ,0.067 ,269.7 ,0.067 ,1.0 ,0.835165647,0.6 ,0.067 ,807724,808722,W,
orf19.6676,,5,3135.7 ,0.093 ,1995.8 ,0.093 ,0.6 ,0.078947702,0.6 ,0.093 ,809408,810307,W,
orf19.6678,,5,8.9 ,0.077 ,25.7 ,0.077 ,1.0 ,0.248034386,0.6 ,0.077 ,811706,810585,C,
orf19.6679,,5,245.4 ,0.121 ,265.5 ,0.121 ,1.1 ,0.354361635,0.6 ,0.121 ,814416,813556,C,
orf19.6680,FGR27,5,362.1 ,0.050 ,250.6 ,0.050 ,0.7 ,0.202918846,0.6 ,0.050 ,816610,818973,W,
orf19.6681,,5,172.8 ,0.069 ,151.4 ,0.069 ,0.9 ,0.563964248,0.6 ,0.069 ,819927,821171,W,
orf19.1124,,5,1199.0 ,0.056 ,1169.1 ,0.056 ,1.0 ,0.662760789,0.6 ,0.056 ,823432,822548,C,
orf19.1123,,5,30.0 ,0.028 ,94.4 ,0.028 ,1.0 ,0.234717913,0.6 ,0.028 ,823867,823514,C,
orf19.1122,,5,71.8 ,0.113 ,43.8 ,0.113 ,1.0 ,0.7814323,0.7 ,0.113 ,824264,825106,W,
orf19.1121,,5,2290.8 ,0.047 ,2142.1 ,0.047 ,0.9 ,0.389950681,0.6 ,0.047 ,825621,826442,W,
orf19.1120,FAV2,5,166.6 ,0.057 ,153.4 ,0.057 ,0.9 ,0.553387241,0.6 ,0.057 ,829537,829962,W,
orf19.1119,MTR10,5,222.6 ,0.019 ,173.4 ,0.019 ,0.8 ,0.51074277,0.6 ,0.019 ,833547,830668,C,
orf19.1117,,5,677.7 ,0.060 ,1058.7 ,0.060 ,1.6 ,0.28937022,0.7 ,0.060 ,835092,833953,C,
orf19.1116,,5,484.4 ,0.076 ,308.0 ,0.076 ,0.6 ,0.350564237,0.7 ,0.076 ,836896,836270,C,
orf19.1115,GUK1,5,820.9 ,0.029 ,516.0 ,0.029 ,0.6 ,0.050960633,0.5 ,0.029 ,837684,838256,W,
orf19.1114,,5,1615.8 ,0.047 ,1288.9 ,0.047 ,0.8 ,0.493891546,0.5 ,0.047 ,838594,839178,W,
orf19.1113,,5,425.7 ,0.030 ,411.0 ,0.030 ,1.0 ,0.555804498,0.6 ,0.030 ,840136,839369,C,
orf19.1112,BUD7,5,288.6 ,0.028 ,272.7 ,0.028 ,0.9 ,0.680697425,0.6 ,0.028 ,842903,840609,C,
orf19.1111,,5,580.3 ,0.033 ,464.5 ,0.033 ,0.8 ,0.167575805,0.6 ,0.033 ,843951,843253,C,
orf19.1110,,5,1364.8 ,0.035 ,1136.3 ,0.035 ,0.8 ,0.575436888,0.6 ,0.035 ,844153,845136,W,
orf19.1109,,5,510.5 ,0.035 ,413.9 ,0.035 ,0.8 ,0.139905891,0.6 ,0.035 ,845545,845937,W,
orf19.1108,HAM1,5,2328.4 ,0.032 ,1819.6 ,0.032 ,0.8 ,0.138518711,0.6 ,0.032 ,846299,846907,W,
orf19.1107,,5,792.0 ,0.036 ,1069.6 ,0.036 ,1.4 ,0.718257271,0.6 ,0.036 ,847685,847077,C,
orf19.1106,,5,16.8 ,0.042 ,28.6 ,0.042 ,1.0 ,0.286783784,0.6 ,0.042 ,850948,848594,C,
orf19.1105.3,,5,28.9 ,0.094 ,35.1 ,0.094 ,1.0 ,0.183287128,0.7 ,0.094 ,855730,855473,C,
orf19.1105.2,PGA56,5,57181.2 ,0.027 ,35599.4 ,0.027 ,0.6 ,0.22017623,0.6 ,0.027 ,856605,856859,W,
orf19.3220,,5,107.9 ,0.033 ,59.2 ,0.033 ,0.6 ,0.584586536,0.7 ,0.033 ,859146,858541,C,
orf19.3219,,5,493.2 ,0.025 ,303.6 ,0.025 ,0.6 ,0.042622029,0.7 ,0.025 ,861382,859577,C,
orf19.3218,,5,219.6 ,0.051 ,120.9 ,0.051 ,0.6 ,0.177719417,0.7 ,0.051 ,865191,863725,C,
orf19.3216,,5,1180.2 ,0.031 ,550.4 ,0.031 ,0.5 ,0.000163317,0.7 ,0.031 ,868715,871219,W,
orf19.3215,,5,177.4 ,0.016 ,253.8 ,0.016 ,1.4 ,0.556256245,0.6 ,0.016 ,872183,872572,W,
orf19.3214,,5,512.0 ,0.045 ,631.2 ,0.045 ,1.2 ,0.025016473,0.7 ,0.045 ,873713,875197,W,
orf19.3213,,5,211.7 ,0.031 ,220.5 ,0.031 ,1.0 ,0.443416208,0.6 ,0.031 ,876524,879001,W,
orf19.3212,MID1,5,707.3 ,0.048 ,732.3 ,0.048 ,1.0 ,0.986963689,0.6 ,0.048 ,879385,881061,W,
orf19.3211,RCF3,5,1655.5 ,0.026 ,868.0 ,0.026 ,0.5 ,0.03607122,0.6 ,0.026 ,881301,882415,W,
orf19.3210,,5,0.0 ,0.025 ,0.0 ,0.025 ,1.0 ,NA,0.5 ,0.025 ,883072,882434,C,
orf19.3209,FGR42,5,296.6 ,0.026 ,242.5 ,0.026 ,0.8 ,0.315417099,0.7 ,0.026 ,889682,889368,C,
orf19.1287,,5,2746.6 ,0.049 ,1801.7 ,0.049 ,0.7 ,0.055720474,0.6 ,0.049 ,891567,892709,W,
orf19.1286,,5,0.0 ,0.036 ,1.2 ,0.036 ,1.0 ,0.422649731,0.6 ,0.036 ,896840,896484,C,
orf19.1285,,5,804.8 ,0.037 ,574.3 ,0.037 ,0.7 ,0.014957017,0.6 ,0.037 ,899327,902122,W,
orf19.1283,MEC1,5,536.9 ,0.042 ,325.5 ,0.042 ,0.6 ,0.004868692,0.6 ,0.042 ,909145,902168,C,
orf19.1282,CKS1,5,396.0 ,0.032 ,300.7 ,0.032 ,0.8 ,0.179505919,0.6 ,0.032 ,909921,909613,C,
orf19.1281,,5,717.6 ,0.045 ,590.9 ,0.045 ,0.8 ,0.075494366,0.6 ,0.045 ,911547,910882,C,
orf19.1280,SUI1,5,8218.4 ,0.036 ,8329.9 ,0.036 ,1.0 ,0.264651305,0.6 ,0.036 ,912410,912081,C,
orf19.1279,CDS1,5,2739.2 ,0.024 ,1977.5 ,0.024 ,0.7 ,0.048488029,0.6 ,0.024 ,913853,915208,W,
orf19.3893,SCW11,5,2039.9 ,0.097 ,987.1 ,0.097 ,0.5 ,0.024749815,0.6 ,0.097 ,916885,918405,W,
orf19.3894,,5,355.2 ,0.031 ,379.5 ,0.031 ,1.1 ,0.625912421,0.6 ,0.031 ,919520,918498,C,
orf19.3895,CHT2,5,3472.1 ,0.081 ,709.2 ,0.081 ,0.2 ,0.006578125,0.6 ,0.081 ,921556,919805,C,
orf19.3897,,5,59.1 ,0.048 ,72.0 ,0.048 ,1.0 ,0.908337248,0.6 ,0.048 ,924687,925949,W,
orf19.3898,,5,55.4 ,0.036 ,81.1 ,0.036 ,1.0 ,0.373848495,0.7 ,0.036 ,927296,926613,C,
orf19.3899,SDC1,5,155.2 ,0.098 ,113.6 ,0.098 ,0.7 ,0.766676514,0.6 ,0.098 ,927539,927925,W,
orf19.3900,,5,707.4 ,0.061 ,490.8 ,0.061 ,0.7 ,0.208512977,0.7 ,0.061 ,928268,929875,W,
orf19.3901,,5,1556.8 ,0.076 ,1294.6 ,0.076 ,0.8 ,0.191993927,0.6 ,0.076 ,930439,931956,W,
orf19.3902,,5,61.4 ,0.033 ,34.7 ,0.033 ,1.0 ,0.067496167,0.6 ,0.033 ,933782,934528,W,
orf19.3903,,5,153.6 ,0.053 ,117.2 ,0.053 ,0.8 ,0.8228106,0.6 ,0.053 ,936301,936888,W,
orf19.3904,,5,8.4 ,0.027 ,2.5 ,0.027 ,1.0 ,0.398381,0.6 ,0.027 ,938012,937242,C,
orf19.3905,,5,58.1 ,0.039 ,53.0 ,0.039 ,1.0 ,0.589605697,0.5 ,0.039 ,939322,939963,W,
orf19.3906,,5,328.2 ,0.052 ,267.7 ,0.052 ,0.8 ,0.324840695,0.6 ,0.052 ,940701,941291,W,
orf19.3907,,5,0.0 ,0.023 ,0.0 ,0.023 ,1.0 ,NA,0.6 ,0.023 ,942666,942355,C,
orf19.3908,,5,952.9 ,0.036 ,997.1 ,0.036 ,1.0 ,0.834538674,0.5 ,0.036 ,943043,943657,W,
orf19.3910,,5,229.7 ,0.066 ,170.4 ,0.066 ,0.7 ,0.13220744,0.7 ,0.066 ,944280,945521,W,
orf19.3911,SAH1,5,11997.2 ,0.040 ,8046.1 ,0.040 ,0.7 ,0.034008906,0.6 ,0.040 ,947362,946010,C,
orf19.3912,GLN3,5,881.7 ,0.051 ,478.9 ,0.051 ,0.5 ,0.060108731,0.6 ,0.051 ,949897,947849,C,
orf19.3914,,5,1402.6 ,0.033 ,975.8 ,0.033 ,0.7 ,0.290557112,0.6 ,0.033 ,953387,952095,C,
orf19.3915,,5,4616.1 ,0.049 ,3191.0 ,0.049 ,0.7 ,0.309537342,0.6 ,0.049 ,955478,954174,C,
orf19.3916,,5,610.9 ,0.026 ,619.7 ,0.026 ,1.0 ,0.749777312,0.6 ,0.026 ,956373,957956,W,
orf19.3919,,5,667.1 ,0.043 ,509.1 ,0.043 ,0.8 ,0.368372982,0.6 ,0.043 ,960282,958171,C,
orf19.3920,,5,449.0 ,0.033 ,362.1 ,0.033 ,0.8 ,0.174658232,0.6 ,0.033 ,961504,962403,W,
orf19.3921,,5,549.9 ,0.084 ,496.2 ,0.084 ,0.9 ,0.414794422,0.6 ,0.084 ,963291,962440,C,
orf19.3922,,5,1457.5 ,0.042 ,1562.0 ,0.042 ,1.1 ,0.174022237,0.6 ,0.042 ,964315,963452,C,
orf19.3923,PGA37,5,939.3 ,0.050 ,2227.8 ,0.050 ,2.4 ,0.082292826,0.6 ,0.050 ,965828,965202,C,
orf19.3924,,5,1.7 ,0.040 ,0.0 ,0.040 ,1.0 ,0.363217468,0.6 ,0.040 ,968075,966936,C,
orf19.3925,,5,0.0 ,0.035 ,0.0 ,0.035 ,1.0 ,NA,0.6 ,0.035 ,970682,970227,C,
orf19.3926,,5,267.4 ,0.029 ,233.8 ,0.029 ,0.9 ,0.778639884,0.6 ,0.029 ,971643,972842,W,
orf19.3928,,5,305.0 ,0.044 ,241.9 ,0.044 ,0.8 ,0.359670567,0.6 ,0.044 ,974251,973109,C,
orf19.3929,,5,491.1 ,0.043 ,501.3 ,0.043 ,1.0 ,0.500222293,0.6 ,0.043 ,974703,975740,W,
orf19.3930,YUH2,5,706.7 ,0.026 ,655.8 ,0.026 ,0.9 ,0.626240251,0.6 ,0.026 ,976772,975762,C,
orf19.3931,SFC1,5,793.6 ,0.072 ,579.9 ,0.072 ,0.7 ,0.153278755,0.7 ,0.072 ,977986,977075,C,
orf19.3932,,5,3466.4 ,0.064 ,4906.5 ,0.064 ,1.4 ,0.109084956,0.6 ,0.064 ,980773,979946,C,
orf19.3934,CAR1,5,1091.6 ,0.038 ,1950.5 ,0.038 ,1.8 ,0.509208149,0.6 ,0.038 ,982845,981892,C,
orf19.3935,,5,286.8 ,0.081 ,331.6 ,0.081 ,1.2 ,0.608605666,0.7 ,0.081 ,983153,983455,W,
orf19.3936,,5,2458.1 ,0.041 ,2051.2 ,0.041 ,0.8 ,0.055366508,0.6 ,0.041 ,984182,987670,W,
orf19.3937,,5,177.6 ,0.035 ,80.2 ,0.035 ,0.5 ,0.06477808,0.5 ,0.035 ,987898,989079,W,
orf19.3938,,5,636.6 ,0.054 ,359.1 ,0.054 ,0.6 ,0.096480572,0.6 ,0.054 ,989309,990097,W,
orf19.3940,,5,67.8 ,0.023 ,36.9 ,0.023 ,1.0 ,0.122887634,0.5 ,0.023 ,991075,990173,C,
orf19.3939,,5,154.3 ,0.050 ,220.7 ,0.050 ,1.4 ,0.711136284,0.6 ,0.050 ,991305,992213,W,
orf19.3941,URA7,5,2499.1 ,0.024 ,1585.8 ,0.024 ,0.6 ,0.015161231,0.6 ,0.024 ,995477,993756,C,
orf19.3942,,5,43742.3 ,0.078 ,26878.7 ,0.078 ,0.6 ,0.020477215,0.7 ,0.078 ,996764,996174,C,
orf19.3942.1,RPL43A,5,27.4 ,0.046 ,11.6 ,0.046 ,1.0 ,0.784885359,0.7 ,0.046 ,997796,997147,C,
orf19.3944,GRR1,5,1103.9 ,0.041 ,648.6 ,0.041 ,0.6 ,0.171601116,0.6 ,0.041 ,1000623,998281,C,
orf19.3945,,5,601.5 ,0.049 ,506.6 ,0.049 ,0.8 ,0.108649886,0.6 ,0.049 ,1002133,1003563,W,
orf19.3946,,5,374.7 ,0.065 ,242.4 ,0.065 ,0.6 ,0.791605866,0.6 ,0.065 ,1004587,1003703,C,
orf19.3947,,5,1023.2 ,0.029 ,873.6 ,0.029 ,0.9 ,0.202438601,0.5 ,0.029 ,1004931,1005269,W,
orf19.3949,,5,761.7 ,0.059 ,340.6 ,0.059 ,0.4 ,0.045963768,0.6 ,0.059 ,1009339,1005395,C,
orf19.3950,MSM1,5,4759.1 ,0.063 ,3584.3 ,0.063 ,0.8 ,0.465666774,0.6 ,0.063 ,1011998,1010265,C,
orf19.3951,TIP1,5,772.9 ,0.040 ,603.3 ,0.040 ,0.8 ,0.188502276,0.6 ,0.040 ,1012945,1012190,C,
orf19.3952,,5,402.0 ,0.029 ,357.0 ,0.029 ,0.9 ,0.51903821,0.6 ,0.029 ,1013452,1015059,W,
orf19.3954,,5,589.3 ,0.043 ,223.6 ,0.043 ,0.4 ,0.001454082,0.6 ,0.043 ,1015820,1019032,W,
orf19.3955,MES1,5,1167.5 ,0.042 ,849.7 ,0.042 ,0.7 ,0.080376559,0.6 ,0.042 ,1022448,1020202,C,
orf19.3956,,5,220.9 ,0.024 ,162.2 ,0.024 ,0.7 ,0.998185552,0.6 ,0.024 ,1022725,1024077,W,
orf19.3957,,5,676.6 ,0.043 ,502.1 ,0.043 ,0.7 ,0.248845722,0.6 ,0.043 ,1025233,1024403,C,
orf19.3959,SSD1,5,1127.6 ,0.055 ,818.9 ,0.055 ,0.7 ,0.178884324,0.6 ,0.055 ,1029517,1025693,C,
orf19.3960,HYS2,5,867.3 ,0.052 ,571.7 ,0.052 ,0.7 ,0.096254241,0.6 ,0.052 ,1032504,1031080,C,
orf19.3962,HAS1,5,3430.6 ,0.048 ,2703.6 ,0.048 ,0.8 ,0.089999599,0.6 ,0.048 ,1034421,1032724,C,
orf19.3963,,5,30.2 ,0.035 ,32.3 ,0.035 ,1.0 ,0.997392522,0.6 ,0.035 ,1035482,1036357,W,
orf19.3964,ASH2,5,517.1 ,0.080 ,211.3 ,0.080 ,0.4 ,0.006138428,0.6 ,0.080 ,1036689,1038089,W,
orf19.3965,,5,43.1 ,0.046 ,35.9 ,0.046 ,1.0 ,0.41895126,0.6 ,0.046 ,1038734,1038084,C,
orf19.3966,CRH12,5,8.9 ,0.051 ,19.7 ,0.051 ,1.0 ,0.183887667,0.6 ,0.051 ,1039173,1040687,W,
orf19.3967,PFK1,5,6816.4 ,0.027 ,6011.9 ,0.027 ,0.9 ,0.327525658,0.6 ,0.027 ,1041235,1044198,W,
orf19.3968,,5,0.0 ,0.034 ,1.8 ,0.034 ,1.0 ,0.422649731,0.6 ,0.034 ,1051721,1052032,W,
orf19.3969,SFL2,5,330.8 ,0.072 ,108.1 ,0.072 ,0.3 ,0.063082905,0.7 ,0.072 ,1053870,1056014,W,
orf19.3970,,5,310.5 ,0.033 ,292.4 ,0.033 ,0.9 ,0.382847218,0.6 ,0.033 ,1058879,1058136,C,
orf19.3971,,5,94.3 ,0.030 ,65.7 ,0.030 ,1.0 ,0.12320869,0.6 ,0.030 ,1059086,1059844,W,
orf19.3972,,5,624.3 ,0.061 ,445.4 ,0.061 ,0.7 ,0.115700171,0.6 ,0.061 ,1060529,1060009,C,
orf19.3973,,5,1354.3 ,0.028 ,1310.8 ,0.028 ,1.0 ,0.214938875,0.6 ,0.028 ,1061136,1061921,W,
orf19.3974,PUT2,5,2164.6 ,0.039 ,1469.4 ,0.039 ,0.7 ,0.030963423,0.6 ,0.039 ,1063882,1062095,C,
orf19.3976,,5,930.7 ,0.027 ,674.8 ,0.027 ,0.7 ,0.144402618,0.6 ,0.027 ,1065391,1064270,C,
orf19.3977,,5,444.8 ,0.028 ,354.1 ,0.028 ,0.8 ,0.130358941,0.6 ,0.028 ,1066749,1065640,C,
