"","ORF","Gene","Ch","Mean","sd","Mean.1","sd.1","X3153A","p.paired","X3153A.1","sd.2","start","end","strand","X"
"207","orf19.4563","","4",1027.5,268.896058075569,947.1,487.359491220875,0.9,0.392568038,1,0.051,447495,446380,"C",NA
"208","orf19.4560","BFR1","4",2160.6,1803.90340203021,2137.2,1682.02943653412,1,0.938198699,1,0.056,449240,447852,"C",NA
"209","orf19.2775","IDI1","4",815,276.051173027677,987.9,380.985178117280,1.2,0.26474951,1,0.06,450184,451038,"W",NA
"210","orf19.2774","LAB5","4",4724.1,1122.27233314933,3488.8,448.14932437049,0.7,0.039037082,1,0.096,451524,452684,"W",NA
"211","orf19.2772","HOS3","4",1557.6,424.289285292236,1570.3,551.690991604188,1,0.909770969,1,0.041,453560,455701,"W",NA
"212","orf19.2771","BEM3","4",777.5,803.957228787693,741.7,770.581057285347,1,0.997664717,1,0.057,457313,460738,"W",NA
"213","orf19.2770.1","SOD1","4",646.9,746.515071785794,868,869.36915773392,1.3,0.453924347,1,0.054,461741,461032,"C",NA
"214","orf19.2770","","4",17579.4,5632.15303338924,23348.9,7260.06046747529,1.3,0.013464884,1,0.091,463139,462681,"C",NA
"215","orf19.2769","","4",12400.8,6138.32615282179,22632.8,4164.48815586706,1.8,0.072787248,1,0.023,463682,464065,"W",NA
"216","orf19.2768","AMS1","4",1812.8,792.658231415255,2085.4,847.897308820239,1.2,0.213157648,1,0.049,464968,468435,"W",NA
"217","orf19.2767","PGA59","4",61007.5,22570.6693353329,37759.5,12793.4744853288,0.6,0.059621522,1,0.102,471464,471123,"C",NA
"218","orf19.2766","","4",10.2,17.1437877222553,8.6,13.0497462222326,NA,0.688409699,1,0.051,479521,479829,"W",NA
"219","orf19.2765","PGA62","4",64447.8,9784.22186727694,44050.3,13652.8154770155,0.7,0.049343342,1,0.052,480635,481276,"W",NA
"220","orf19.2763","","4",348.2,382.028132564645,351.8,382.511864577464,1,0.377607736,1,0.054,485641,483227,"C",NA
"221","orf19.2762","AHP1","4",25546.7,18591.2013810260,21405.8,9075.75944495164,0.8,0.791458381,1,0.058,486718,486188,"C",NA
"222","orf19.2761","","4",166.5,127.284319557974,210.8,184.591408480155,1.3,0.722049738,1,0.095,488449,487652,"C",NA
"223","orf19.2760","","4",384.6,260.706505361303,245.6,202.866780023064,0.6,0.173833081,1,0.047,489039,493301,"W",NA
"224","orf19.2758","PGA38","4",5592.9,4364.99746904191,5403,5090.06846158005,1,0.245753199,1,0.033,495160,493613,"C",NA
"225","orf19.2757","","4",285.5,262.258266970260,273.3,130.508685129156,1,0.502241661,1,0.06,496267,497265,"W",NA
"226","orf19.2756","","4",539.6,123.507887585540,688.4,372.000964008477,1.3,0.376958036,1,0.1,497593,498231,"W",NA
"227","orf19.2755","","4",4779.8,1219.22314769395,6938.1,2922.43951995905,1.5,0.103606662,1,0.051,499171,498434,"C",NA
"228","orf19.2754","","4",43.3,41.4610108000861,95.5,107.973040440121,NA,0.076038524,0.9,0.144,500130,499801,"C",NA
"229","orf19.2753","ZCF15","4",357.4,247.808522404587,273,202.481064065592,0.8,0.039493615,1,0.041,501568,504402,"W",NA
"230","orf19.2752","ADR1","4",887.8,673.945741631963,587.7,419.912614536883,0.7,0.131333849,1,0.06,508877,504621,"C",NA
"231","orf19.2751","","4",342.3,374.769938453658,404.5,345.074105003789,1.2,0.113937206,1,0.058,512530,514077,"W",NA
"232","orf19.2749","","4",211.5,207.802698793208,132.4,118.488285778817,0.6,0.021003533,1,0.071,515620,514148,"C",NA
"233","orf19.2748","ARG83","4",39.6,28.206232874927,23.3,27.2278801624257,NA,0.194528557,1,0.04,517410,520334,"W",NA
"234","orf19.2747","RGT1","4",24.2,26.6181416485549,23,27.5135302468541,NA,0.373805445,1,0.041,523970,527059,"W",NA
"235","orf19.2746","","4",1010.3,533.547740763037,895.5,520.906939330546,0.9,0.367169329,1,0.051,529387,527495,"C",NA
"236","orf19.2745","UME7","4",128.9,209.228764576961,53.2,58.5421404273294,0.4,0.749393543,1,0.102,531366,529990,"C",NA
"237","orf19.2743","","4",1113.3,618.498525803787,1182.2,613.646967370499,1.1,0.760486348,1.1,0.291,533641,531821,"C",NA
"238","orf19.2742","","4",645.8,347.428430218202,1017.1,162.203037436613,1.6,0.131269411,1.1,0.138,534009,534347,"W",NA
"239","orf19.2740","","4",142.2,141.826019925486,156.5,153.121460796101,1.1,0.546088874,1.1,0.068,536699,534369,"C",NA
"240","orf19.2739","","4",641.2,461.798114959778,558.2,449.237637383469,0.9,0.18400384,1,0.058,538698,536980,"C",NA
"241","orf19.2738","SUL2","4",2132.5,1834.93361406845,1856.2,1395.22801415399,0.9,0.711148952,1,0.057,541600,539120,"C",NA
"242","orf19.2737","","4",3165.8,1385.61394270734,3953.7,1976.28829670993,1.2,0.162874792,1,0.107,546002,543774,"C",NA
"243","orf19.2736","","4",904.7,675.327986459758,1006.2,799.690113320923,1.1,0.970767819,1,0.052,547581,547141,"C",NA
"244","orf19.2735","SEN2","4",528.1,201.860137855899,734.8,371.134020274191,1.4,0.026291599,1,0.05,549178,548009,"C",NA
"245","orf19.2734","","4",180.3,195.867572180217,161,156.720403846474,0.9,0.610862302,1,0.067,550364,551371,"W",NA
"246","orf19.2733","","4",237,207.741284820595,269.9,204.855797401927,1.1,0.527614833,1,0.06,551637,553190,"W",NA
"247","orf19.2731","","4",338.7,283.257916528382,365.8,106.062895734473,1.1,0.521137507,1.1,0.123,553566,553228,"C",NA
"248","orf19.2730","","4",424.2,359.023838814341,410,351.358882367273,1,0.810590153,1.1,0.298,553938,555758,"W",NA
"249","orf19.2728","","4",59.9,78.1461238074875,65.6,79.4414143693909,NA,0.735970812,1,0.046,555926,557695,"W",NA
"250","orf19.2727","GRX3","4",649.4,255.209299445671,784.7,365.189959217988,1.2,0.275478739,1,0.082,558606,557845,"C",NA
"251","orf19.2726","","4",6880.5,2903.35190557094,5279.4,2725.65129931811,0.8,0.064446401,1,0.086,559897,558959,"C",NA
"252","orf19.2725","","4",258,144.538957458090,294.3,113.507114379386,1.1,0.266671958,1,0.062,567228,566926,"C",NA
"253","orf19.2724","","4",2191.4,1217.55454105923,1744.2,1126.33681959013,0.8,0.024511168,1,0.038,571922,573418,"W",NA
"254","orf19.2723","HIT1","4",78.1,116.665187469829,81.7,138.942395131220,NA,0.284425681,1.1,0.061,577406,577852,"W",NA
"255","orf19.2722","CGR1","4",335.8,394.337554352109,389.6,475.499323030464,1.2,0.488974725,1,0.021,579236,578214,"C",NA
"256","orf19.2721","","4",249.8,187.125842401284,303.2,200.129145293337,1.2,0.086345556,1,0.047,580529,579492,"C",NA
"257","orf19.2720","","4",865.3,692.337629237212,1023,838.944549945971,1.2,0.14922536,1,0.051,580782,582416,"W",NA
"258","orf19.2717","SAS10","4",336.4,237.600773141615,303.8,234.446419589896,0.9,0.289456631,1,0.043,584201,582507,"C",NA
"259","orf19.2715","RPC53","4",498.8,283.913706270118,440.8,307.793654852053,0.9,0.328682609,1.1,0.16,584483,585841,"W",NA
"260","orf19.2713","","4",0,0,0,0,NA,NA,1,0.077,586425,588897,"W",NA
"261","orf19.2712","HCA4","4",624.2,381.781382977338,412.8,343.209867723191,0.7,0.114092296,1.1,0.104,591191,588894,"C",NA
"262","orf19.2711.1","","4",1184.4,1217.58098619867,817.6,618.786850600808,0.7,0.553880003,1,0.063,592276,591485,"C",NA
"263","orf19.2711","","4",564.5,660.757062321592,600.2,686.288759263466,1.1,0.313876222,1.1,0.097,592522,594915,"W",NA
"264","orf19.2710","","4",1994,1768.61481649260,2104.1,1596.23217434723,1.1,0.073199666,1.1,0.12,595271,595915,"W",NA
"265","orf19.2709","ZUO1","4",3633.8,1554.02871640459,4537.4,2399.2362151184,1.2,0.247173648,1,0.081,597368,596085,"C",NA
"266","orf19.2708","","4",140.1,65.679028639056,233.6,135.201581001446,1.7,0.753561913,1,0.055,598349,597582,"C",NA
"267","orf19.2707.1","QCR9","4",10569.6,7768.45191368787,13716.3,8128.34232063808,1.3,0.01994405,1,0.049,598959,598762,"C",NA
"268","orf19.2706","CRH11","4",180.4,74.1335013857465,301.6,252.270120755063,1.7,0.111933228,1,0.073,600732,599371,"C",NA
"269","orf19.2704","","4",103.8,92.9960271979148,119.3,90.2898178496157,1.1,0.259710245,1,0.189,602846,603166,"W",NA
"270","orf19.2703","","4",313.4,336.327484213383,363.5,396.68328081079,1.2,0.821181596,1.1,0.15,603321,604889,"W",NA
"271","orf19.2701","","4",970.6,435.292004895909,1518.8,1094.81176612085,1.6,0.13491416,1,0.084,605540,606058,"W",NA
"272","orf19.2699","ABP1","4",3685.5,1930.73361013787,3964.8,2085.32448046270,1.1,0.412918178,1.1,0.171,606596,608542,"W",NA
"273","orf19.2698","","4",1024.2,346.713925889779,1584.6,492.528278309188,1.5,0.142115315,1,0.078,609084,608758,"C",NA
"274","orf19.2697","","4",850.6,547.100646054426,664.1,272.352331150058,0.8,0.361742763,1,0.11,609473,615169,"W",NA
"275","orf19.2695","UBR1","4",308.3,247.340451392676,410.7,373.461739504193,1.3,0.209089121,1.1,0.12,620665,615302,"C",NA
"276","orf19.2694","TYS1","4",3500.1,785.915002891272,4163.7,1673.40454075058,1.2,0.482940776,1.1,0.048,621567,622796,"W",NA
"277","orf19.2693","GST2","4",4035.8,2817.02384967929,6031.9,3088.58947937641,1.5,0.026816962,1,0.077,623611,622952,"C",NA
"278","orf19.2691","","4",448.3,192.837097184661,442.1,134.988548195183,1,0.885053531,1,0.094,625096,624374,"C",NA
"279","orf19.2690","","4",510,390.814197568184,475.3,392.394118785097,0.9,0.066913161,1,0.069,627864,630557,"W",NA
"280","orf19.2688","NAN1","4",292.2,174.599613815870,277,138.349950773373,0.9,0.891568128,1,0.035,633200,630681,"C",NA
"281","orf19.2687.1","","4",1421.1,1308.77578233513,1818.9,1578.32640411639,1.3,0.178835726,1,0.084,633514,633732,"W",NA
"282","orf19.2686","","4",3817.1,3840.1873195405,3153.6,2963.53240916080,0.8,0.340661092,1,0.061,635720,633978,"C",NA
"283","orf19.2685","PGA54","4",1828.7,627.511202472412,1556,631.895331401916,0.9,0.02083141,1,0.078,639770,640798,"W",NA
"284","orf19.2684","","4",356.4,376.086858225985,267.9,319.545573668599,0.8,0.200649028,1,0.056,641845,644280,"W",NA
"285","orf19.2682","","4",555.5,511.309959495551,557.1,452.064156100878,1,0.61279396,0.9,0.062,644984,645811,"W",NA
"286","orf19.2681","RBT7","4",54.3,47.5128416765113,57.7,34.0531456676057,NA,0.407745702,1.1,0.127,646919,647896,"W",NA
"287","orf19.2680","","4",725.6,320.406183856581,571.1,239.074662846205,0.8,0.090677934,1.1,0.073,649268,654511,"W",NA
"288","orf19.2678","BUB1","4",892.7,685.134880483736,444,336.280064163694,0.5,0.038098627,1.1,0.123,657311,654609,"C",NA
"289","orf19.2677","","4",604.8,314.385659859108,587.5,317.597614839169,1,0.811273096,1.1,0.139,657654,659519,"W",NA
"290","orf19.2676","","4",146.6,67.9113176759572,240,77.5447009582309,1.6,0.039000654,1,0.06,660489,659593,"C",NA
"291","orf19.2675","","4",1004.6,913.594211656535,829.6,702.042603528573,0.8,0.368473651,1,0.063,660680,663964,"W",NA
"292","orf19.2674","","4",183,71.3400493326595,137.2,79.4567381035875,0.8,0.211266549,1.1,0.061,665139,664111,"C",NA
"293","orf19.2673","","4",340.7,197.682252409799,249.1,157.080048916795,0.7,0.191716105,1,0.047,665708,666727,"W",NA
"294","orf19.2672","NCP1","4",1804,1306.80952188240,1975,1373.73136932403,1.1,0.255365716,1.1,0.101,668328,670370,"W",NA
"295","orf19.2671","","4",447.8,311.910459036950,241.3,204.41618359284,0.5,0.003249668,1,0.14,671384,672727,"W",NA
"296","orf19.2670","","4",436.3,335.173640293620,601.6,417.601147610226,1.4,0.058898917,1,0.032,673769,672894,"C",NA
"297","orf19.2669","","4",242.1,288.758130241724,212.4,236.276937142834,0.9,0.972416677,1.3,0.35,678707,674364,"C",NA
"298","orf19.2668","RHD2","4",11.6,9.80754935619468,44.9,53.99803208825,NA,0.076165247,1.3,0.418,680277,679360,"C",NA
"299","orf19.2667","RPF1","4",1002.1,212.037886544235,1314.3,224.275040168484,1.3,0.00029674,1,0.09,680960,681850,"W",NA
"300","orf19.2665","MSN5","4",405.6,288.524304453906,405.8,353.42293633556,1,0.821864765,1,0.112,682600,686337,"W",NA
"301","orf19.2664","","4",1019.2,398.306130461307,736.5,226.359748072922,0.7,0.105833426,1,0.105,686742,689441,"W",NA
"302","orf19.1440","","4",331.1,237.633705517985,468.5,376.962837489144,1.4,0.02073899,1,0.062,697817,698932,"W",NA
"303","orf19.1439","IPK1","4",378.1,246.460414031558,362.6,209.226284026296,1,0.41587036,1,0.069,699814,700899,"W",NA
"304","orf19.1438","","4",613.9,242.449041162285,387.8,293.320668475032,0.6,0.048957298,1,0.046,702384,701161,"C",NA
"305","orf19.3362","","4",172.4,101.692909211272,94.6,86.9532400195844,0.5,0.047658275,1,0.12,704120,702777,"C",NA
"306","orf19.3363","VTC4","4",1764.3,943.248012454864,2459.8,1323.44497371139,1.4,0.14481288,1,0.063,706651,704522,"C",NA
"307","orf19.3364","","4",2069.5,1966.8896900331,2702.3,957.671388821545,1.3,0.253716937,1,0.067,707956,707498,"C",NA
"308","orf19.3365","DAO2","4",246.4,98.5784542897382,232.1,116.836837731081,0.9,0.397503363,1,0.065,709745,708588,"C",NA
"309","orf19.3366","CSH3","4",1355,408.706777658997,1977.2,1020.33768215683,1.5,0.233952592,1,0.058,710542,711252,"W",NA
"310","orf19.3366.1","","4",1883.2,449.713914256298,2552.1,1210.14535114877,1.4,0.182665727,1.1,0.08,711501,712028,"W",NA
"311","orf19.3367","","4",846.4,321.27712495724,1074.6,342.263240521679,1.3,0.057256638,1,0.071,712422,713297,"W",NA
"312","orf19.3368","","4",657.1,462.151279912127,641.9,296.081587047705,1,0.832279782,1,0.117,713682,713377,"C",NA
"313","orf19.3369","MOH1","4",2354.5,1795.55743081641,2127.7,1208.64812353555,0.9,0.953425035,1,0.063,717306,718097,"W",NA
"314","orf19.3370","DOT4","4",371.4,190.313890082686,299.2,214.592153199706,0.8,0.05973992,1,0.059,721235,719028,"C",NA
"315","orf19.3371","","4",746.6,261.849348420049,868.2,315.015007446125,1.2,0.086964412,1,0.059,723842,722013,"C",NA
"316","orf19.3373","","4",281.6,430.022412941156,314.5,329.131986505124,1.1,0.12561248,1,0.082,725966,724095,"C",NA
"317","orf19.3374","ECE1","4",49.2,60.1108439022576,22.6,27.3475802406863,NA,0.272549571,1.1,0.167,727428,726613,"C",NA
"318","orf19.3375","","4",38.5,32.8506254905816,33.6,29.9714560419429,NA,0.407241289,1,0.098,731213,730626,"C",NA
"319","orf19.3376","","4",34.2,32.5017834596243,11.2,9.18279953612132,NA,0.743139116,1,0.084,733784,733260,"C",NA
"320","orf19.3378","","4",87.4,25.9095768423362,75.9,86.1691891967112,NA,0.391625687,1.1,0.184,735490,734939,"C",NA
"321","orf19.3380","HWP2","4",50.4,54.7127071430917,55.2,73.2136926516997,NA,0.580412495,1.1,0.123,741271,738545,"C",NA
"322","orf19.1327","RBT1","4",42.1,65.5104092198197,60,72.4426431711651,NA,0.160120917,1,0.062,747433,745268,"C",NA
"323","orf19.1326","","4",221.2,262.362873817611,256.9,205.050870208571,1.2,0.05466477,1,0.051,750848,752818,"W",NA
"324","orf19.1325","ECM38","4",5536.7,3084.09663833539,2488,1196.14618810314,0.4,0.000524816,1,0.095,754731,752971,"C",NA
"325","orf19.1324","RAD2","4",689.3,733.029915025541,518.6,571.118905706096,0.8,0.036086411,1,0.071,755390,758362,"W",NA
"326","orf19.1323","","4",309,182.644744200904,253.1,89.575118375237,0.8,0.399199582,1,0.039,758543,760858,"W",NA
"327","orf19.1321","HWP1","4",851.5,1044.09583836859,1169.8,1254.29911131938,1.4,0.021968473,1,0.05,762939,764843,"W",NA
"328","orf19.1318","","4",285.3,238.367277029738,275.6,182.827359990022,1,0.352598271,1,0.044,765747,766820,"W",NA
"329","orf19.1317","OSH3","4",421.7,258.162330054639,444.2,242.850767413873,1.1,0.378902173,1,0.045,769486,766952,"C",NA
"330","orf19.1314","","4",6901.7,7098.65492122158,8752.9,9249.09943554017,1.3,0.976328316,1.1,0.09,772087,770678,"C",NA
"331","orf19.1313","CDR3","4",981.8,1079.46008939589,491,481.292132828889,0.5,0.047167826,1,0.069,774255,773035,"C",NA
"332","orf19.1311","SPO75","4",227.4,339.569353923504,236.3,326.922811062537,1,0.928777411,1,0.101,782925,785510,"W",NA
"333","orf19.1310","","4",1.9,4.13553811196671,1.2,2.61287207861363,NA,0.363217468,1.1,0.085,787132,785501,"C",NA
"334","orf19.1309","","4",141.5,32.0614090544803,269.5,192.686546423815,1.9,0.249458535,1,0.028,787968,787555,"C",NA
"335","orf19.1308","","4",1053.7,604.424725165557,926,511.841116472036,0.9,0.188343407,1,0.067,788714,790459,"W",NA
"336","orf19.1307","","4",1201.8,1589.88009688790,913.7,944.308344630844,0.8,0.487861665,1.1,0.105,792025,790523,"C",NA
"337","orf19.1306","","4",1536.2,446.477774910993,2374.8,867.987691121173,1.5,0.063621835,1,0.051,793544,792534,"C",NA
"338","orf19.1305","","4",272,271.533773387849,222.2,235.833101873687,0.8,0.271445069,1,0.044,795450,794101,"C",NA
"339","orf19.1304","","4",1383.2,256.873287095415,1370.7,480.718312346592,1,0.672894197,1,0.054,795663,796577,"W",NA
"340","orf19.1303","","4",281.7,65.656106503729,312.1,132.290863252608,1.1,0.732245886,1,0.059,797872,796688,"C",NA
"341","orf19.1302","","4",25.3,43.2203924592663,1,1.19143378419166,NA,0.585607601,1,0.062,798828,799478,"W",NA
"342","orf19.1301","","4",3.7,6.02590351622885,7.5,12.3488545955244,NA,0.23657136,1,0.073,800217,800711,"W",NA
"343","orf19.1300","","4",622.6,713.707806553225,512.3,503.956028132202,0.8,0.515565978,1,0.055,802162,800828,"C",NA
"344","orf19.1299","RPN6","4",370.8,243.295408744008,655.5,526.387852407528,1.8,0.003160262,1,0.053,802437,803744,"W",NA
"345","orf19.1298","NUP84","4",833.9,325.657198299689,571.2,183.640385935237,0.7,0.18049241,1,0.055,806316,803782,"C",NA
"346","orf19.1297","","4",57.1,70.3293961044098,224.1,467.760688299667,3.9,0.995771639,1.1,0.086,807452,809647,"W",NA
"347","orf19.5037","","4",197.2,72.2415952920314,131.2,111.011056338411,0.7,0.141616824,1,0.058,810963,809695,"C",NA
"348","orf19.5038","","4",2543.7,2513.36001824759,4169.5,5312.82457661443,1.6,0.459376555,1,0.032,812074,816396,"W",NA
"349","orf19.5039","","4",509.5,155.203223405418,649.8,226.697728972454,1.3,0.06609921,0.9,0.053,817412,816489,"C",NA
"350","orf19.5040","","4",252.6,178.977690880874,249.8,117.483486175481,1,0.368084007,1,0.033,818048,819826,"W",NA
"351","orf19.5041","","4",122.6,131.157096149676,73.6,87.5721554311836,0.6,0.206413804,1,0.067,821011,819938,"C",NA
"352","orf19.5042","","4",0,0,0,0,NA,NA,1,0.059,821859,821221,"C",NA
"353","orf19.5043","","4",23.2,33.8916728193464,27.9,36.5230677385843,NA,0.829291004,1,0.056,822239,823705,"W",NA
"354","orf19.5045","","4",1008.1,1424.26048632953,602,388.906155547598,0.6,0.858600448,1,0.061,826204,828471,"W",NA
"355","orf19.5046","RAM1","4",136.9,90.6343043744221,101.9,74.6106205246677,0.7,0.228636914,1,0.044,830511,828754,"C",NA
"356","orf19.1596","FGR28","4",74.7,59.7171595654685,133.6,107.396614630786,1.8,0.022739112,1,0.041,832750,834546,"W",NA
"357","orf19.1595","","4",86.6,84.1453369113743,41.5,51.5090036177287,NA,0.573833545,1,0.04,835182,836888,"W",NA
"358","orf19.789","PYC2","4",1606.4,1349.86057006246,1559.7,1369.40153655699,1,0.931553584,1,0.076,841339,837806,"C",NA
"359","orf19.787","","4",183.4,103.608963157767,179.5,98.8034863244163,1,0.831392401,0.9,0.046,844921,844616,"C",NA
"360","orf19.1207","","4",0,0,0,0,NA,NA,1.1,0.086,847295,847627,"W",NA
"361","orf19.1208","","4",278.5,156.126590133921,173.3,80.5808203872736,0.6,0.727194779,1,0.044,850833,849772,"C",NA
"362","orf19.5312","","4",513.2,404.343895277535,693.5,567.68671353937,1.4,0.846735396,1.5,0.1,854134,855291,"W",NA
"363","orf19.5311","","4",183.7,111.128189118862,249.6,77.4429572999665,1.4,0.176470906,1.6,0.122,858597,861125,"W",NA
"364","orf19.5308","","4",168.2,267.127042520813,186.6,248.890881752804,1.1,0.429971877,1.5,0.094,861810,861382,"C",NA
"365","orf19.5307","JEN2","4",7417.3,2851.08478833617,9602.6,3621.80129957685,1.3,0.171752449,1.6,0.128,864845,866386,"W",NA
"366","orf19.5306","","4",25.8,21.8607951199322,28.4,25.2300068934994,NA,0.731889651,1.5,0.103,866890,867306,"W",NA
"367","orf19.5305","RHD3","4",5199.6,4880.07579522559,11930.1,10156.7018630448,2.3,0.00053314,1.5,0.07,868407,867793,"C",NA
"368","orf19.5304","","4",7.8,12.8756252903077,0,0,NA,0.422649731,1.5,0.098,869238,869603,"W",NA
"369","orf19.5303","PGA30","4",5,11.9334683006318,0,0,NA,0.363217468,1.5,0.079,872010,871177,"C",NA
"370","orf19.5302","PGA31","4",104.2,90.291192063499,142.6,73.8662028191176,1.4,0.08093054,1.6,0.217,875200,874142,"C",NA
"371","orf19.5300","","4",237.1,153.390571737398,514.1,409.192386386222,2.2,0.001222324,1.4,0.062,878564,876819,"C",NA
"372","orf19.5299","ECM1","4",262.3,138.171680426889,464.8,223.356572440866,1.8,0.027629752,1.5,0.089,879516,878923,"C",NA
"373","orf19.5297","","4",76.3,55.6833829064042,175,58.9513628526665,2.3,0.141075003,1.4,0.059,882641,880749,"C",NA
"374","orf19.5296","","4",330.3,96.447760549339,704.5,195.258599406038,2.1,0.022015925,1.5,0.081,882980,883642,"W",NA
"375","orf19.5295","","4",697.6,548.823601040801,1203.6,891.12333500994,1.7,0.009961181,1.4,0.067,884228,885319,"W",NA
"376","orf19.5294","PDB1","4",5834.2,2207.94882594471,8166.1,3581.76500837756,1.4,0.037513109,1.5,0.146,886701,885562,"C",NA
"377","orf19.5293","","4",1160.6,334.601926454082,2679.4,1237.00618652859,2.3,0.00184931,1.3,0.16,888375,889898,"W",NA
"378","orf19.5292","AXL2","4",144.3,155.041633301725,150.8,155.259321494159,1,0.747782413,1.4,0.06,893170,890369,"C",NA
"379","orf19.5291","","4",238.9,245.816248531303,475.9,506.967131426497,2,0.212167635,1.5,0.123,896739,895777,"C",NA
"380","orf19.5290","","4",2754.3,2054.54314091033,3119.3,2844.09090287373,1.1,0.648377891,1.4,0.077,898541,897198,"C",NA
"381","orf19.1430","","4",97.6,124.468158743741,97,59.8000015168954,NA,0.276430224,1.4,0.06,899744,897198,"C",NA
"382","orf19.1429","SOH1","4",242.6,244.023319464049,298.4,333.910339029786,1.2,0.776821481,1.5,0.116,901810,901370,"C",NA
"383","orf19.1428","","4",179.1,51.0746176429016,188.1,88.4992498552121,1.1,0.99221183,1.5,0.045,902219,902734,"W",NA
